episode,score
1,13.0000
2,22.0000
3,30.0000
4,20.0000
5,69.0000
6,13.0000
7,36.0000
8,21.0000
9,20.0000
10,14.0000
11,9.0000
12,13.0000
13,12.0000
14,50.0000
15,15.0000
16,16.0000
17,17.0000
18,11.0000
19,24.0000
20,16.0000
